city,date,fare,ride_id
Diazmouth,2018-02-10 19:06:20,15.05,6173584409645
Josephtown,2018-01-19 11:37:17,19.44,5407218618204
Lake Nicoleside,2018-01-30 11:38:23,7.86,1530687203900
Arielview,2018-01-13 17:37:54,30.53,3203596853815
Brownfort,2018-02-16 03:58:04,37.26,1166943987620
East Jessicastad,2018-01-28 00:47:40,8.33,5680258717100
Diazmouth,2018-01-31 21:32:48,26.75,5420757462404
Lake Nicoleside,2018-02-25 16:56:47,11.47,3069761458786
Brianmouth,2018-03-07 09:55:03,35.49,0619852852615
New Andrew,2018-02-08 14:33:52,44.63,8258321042847
Lake Lindsay,2018-01-01 07:07:40,34.82,3469982098783
Kingtown,2018-02-02 02:44:47,36.4,7639540909899
Rodriguezborough,2018-02-24 10:46:53,34.66,7120422466949
Lukeport,2018-02-04 20:05:30,36.89,9451616484943
Howardshire,2018-03-05 13:20:27,5.92,3225655246062
Howardshire,2018-02-02 01:20:55,33.8,0958717101438
Lake Lindsay,2018-02-13 09:05:05,41.94,3847346668849
South Joshua,2018-03-07 20:44:54,18.98,0880217854494
North Sara,2018-02-04 03:13:51,31.78,4071157464898
South Jessica,2018-01-31 00:59:27,7.56,4714443993442
Annaland,2018-02-12 19:33:28,26.04,3511863012002
New Andrew,2018-02-21 19:48:47,31.77,1366924759127
Baileychester,2018-01-11 19:24:33,26.15,1723365252325
Bryanbury,2018-01-20 07:03:28,13.34,3956198074385
Virginiafurt,2018-03-01 13:30:53,22.65,2717058194374
Fergusonshire,2018-02-03 12:06:17,12.26,1580466790237
Lake Kariport,2018-01-03 02:56:26,9.13,6177798071520
Port Nancy,2018-02-04 00:39:27,19.69,3496353178539
Dennisside,2018-03-04 06:16:28,42.38,9471730015670
Kingtown,2018-02-27 23:34:30,39.1,5035992747348
East Jessicastad,2018-01-12 00:13:06,17.43,3824554450091
East Kristina,2018-02-23 07:01:12,26.99,4017179668944
East Jessicastad,2018-02-26 18:15:41,19.54,2810088872851
South Alyssa,2018-01-12 11:46:54,19.38,0406778356620
Arielview,2018-01-30 11:54:55,21.13,0345960258079
Bryanbury,2018-02-06 15:34:32,5.5,7015614769154
Josephville,2018-01-08 06:32:13,32.3,7819703369559
North Samantha,2018-02-10 04:56:27,31.77,3016702310931
East Jessicastad,2018-03-08 11:57:54,15.07,9522574359090
Lake Patriciaside,2018-02-03 17:16:43,23.89,1386135555981
Port Nancy,2018-01-25 23:00:04,34.15,2020703958611
Wisetown,2018-03-05 02:40:42,8.91,5278537997451
East Kristina,2018-01-24 16:58:17,36.12,7359089182675
Ortegaberg,2018-03-02 00:54:48,29.36,0647919423393
East Jessicastad,2018-01-05 15:01:46,25.94,5469804463865
Lake Breanna,2018-03-04 22:53:07,25.02,3934787769676
South Alyssa,2018-01-27 07:21:48,36.49,5179660722067
New Christopher,2018-02-24 20:57:52,40.62,0868507337506
West Tylerborough,2018-03-08 23:13:18,21.06,9805195572704
Brianmouth,2018-03-10 12:12:27,30.24,6958164225422
Taylorfurt,2018-02-10 09:51:01,42.09,2089547744378
Josephville,2018-03-01 07:52:05,25.47,2995791688897
Arielview,2018-01-15 12:42:18,14.23,9894311193398
Willismouth,2018-02-17 07:46:59,37.57,9672870238282
Lake Nicoleside,2018-02-01 12:27:06,32.47,7170425906591
Taylorfurt,2018-03-01 04:21:51,21.91,6335937715258
Perezland,2018-01-07 15:27:50,31.57,3676301661164
Dunlapmouth,2018-02-05 00:10:51,16.77,9257777304423
West Robertland,2018-03-01 00:07:44,34.49,2336138268059
North Sara,2018-02-18 03:24:17,20.43,5474329773054
Josephville,2018-03-09 13:56:14,20.08,8751469635211
Lake Nicoleside,2018-03-11 04:17:58,12.01,3493048092132
Baileychester,2018-01-14 06:55:49,26.19,1298460323916
New Matthewborough,2018-01-22 04:56:09,24.06,6088041065886
Lake Kariport,2018-02-04 02:50:20,32.49,8445272183990
Dunlapmouth,2018-02-14 23:34:43,15.65,2332543566766
Gordonton,2018-01-03 04:32:06,34.32,6891944593710
Mullinsbury,2018-03-01 15:05:10,16.84,5721596171862
New Christopher,2018-03-05 18:22:48,30.93,5838042572811
New Adam,2018-02-14 13:54:16,21.24,2492976985937
New Matthewborough,2018-01-08 23:48:42,31.8,9775718454131
Ortizland,2018-01-14 20:13:19,40.4,1796979029546
South Alyssa,2018-02-14 02:33:30,36.56,7907324820099
North Sara,2018-01-29 23:47:23,12.94,6177193885388
Hollowayburgh,2018-03-10 18:35:49,13.99,5767108121215
New Richard,2018-02-07 23:10:42,21.6,0639155208162
Ortizland,2018-02-15 19:32:46,39.93,5709659605820
Ortizland,2018-01-17 13:36:50,34.36,6141100387593
West Kellyton,2018-02-25 05:24:19,21.86,5161662039090
West Tylerborough,2018-02-13 23:43:25,17.73,1652590732015
New Richard,2018-02-06 13:28:30,8.02,0584883149358
South Alyssa,2018-03-05 03:20:05,8.79,9328405065525
Mullinsbury,2018-02-15 23:08:22,19.05,3798682117082
Ortizland,2018-01-28 10:11:56,41.11,1864140562670
New Brandystad,2018-02-18 23:19:30,42.52,9709329637331
Brianmouth,2018-02-26 18:19:15,28.92,7785591927679
Lake Breanna,2018-02-08 21:20:33,4.6,5249196029609
Jacobsonmouth,2018-03-11 18:42:05,7.14,2810776468151
Perezland,2018-01-30 12:52:30,17.63,4353631898673
South Alyssa,2018-02-08 15:59:10,10.38,0420862054216
Edwardberg,2018-01-08 16:24:47,5.09,2735976585777
Howardshire,2018-01-20 14:06:57,30.82,1411298081456
Virginiafurt,2018-02-02 23:50:32,6.77,1077478696911
Lake Breanna,2018-02-22 08:20:29,32.06,2808381049773
Arielview,2018-01-20 03:56:10,41.46,2403068706484
West Robertland,2018-01-04 01:57:17,34.79,9033002747780
Edwardberg,2018-01-01 07:50:49,35.92,6186716633764
Riverahaven,2018-02-23 22:15:04,5.91,0511201487908
Bryanbury,2018-01-01 07:48:40,35.84,6767272870925
Jackstad,2018-01-24 01:07:13,7.25,5342185533160
Diazmouth,2018-02-13 23:55:04,42.03,3728998260172
East Yvonneshire,2018-03-08 14:11:43,19.63,1050555549676
Rodriguezborough,2018-03-07 03:42:48,35.41,4872317263326
Rodriguezborough,2018-03-03 21:01:59,33.47,1527591546889
North Sara,2018-02-05 16:54:14,30.27,6345961139760
Dennisside,2018-03-07 00:24:51,27.16,0046744362004
Curtismouth,2018-02-27 17:49:22,5.39,4612868420485
New Matthewborough,2018-02-22 14:52:29,38.37,7633706945349
Riverahaven,2018-01-20 16:39:09,32.8,4488752215297
East Yvonneshire,2018-01-26 20:06:11,34.18,3318023838041
Riverahaven,2018-02-10 12:51:32,14.59,2655824140500
Baileychester,2018-02-09 10:27:28,30.63,4842667875586
Mullinsbury,2018-03-06 15:53:50,42.41,4859196614968
New Matthewborough,2018-01-08 14:05:52,13.69,3083416733295
South Alyssa,2018-03-12 00:47:19,28.29,7157803025105
Lake Sarah,2018-01-13 09:18:08,27.27,4472107612022
Josephtown,2018-02-20 22:38:20,41.29,4649701703924
Ortizland,2018-02-23 17:11:13,41.95,7647293410180
Diazmouth,2018-01-20 23:00:06,27.46,7487053906993
Lake Patriciaside,2018-01-14 17:17:57,7.74,2370253237361
Lake Breanna,2018-02-28 11:02:00,27.04,8035732208747
Jackstad,2018-02-12 01:24:41,29.61,9375775116111
Lake Kariport,2018-02-26 15:41:07,6.56,2982789954218
New Christopher,2018-02-04 20:40:01,16.92,3659730905931
Josephville,2018-01-05 22:34:56,38.39,0918595160019
Bryanbury,2018-01-12 02:12:12,43.86,0618428985122
West Tylerborough,2018-02-03 05:20:45,36.81,3007515947889
Mullinsbury,2018-02-16 09:03:52,23.12,8586023562517
North Sara,2018-01-30 11:16:43,34.74,8750306877999
Gordonton,2018-01-23 17:45:32,8.96,5339259951999
New Matthewborough,2018-01-13 11:50:59,4.9,7682189350928
East Yvonneshire,2018-03-09 05:20:41,18.25,4625451327405
Lake Lindsay,2018-01-01 08:27:36,27.36,1974035299137
Curtismouth,2018-01-26 19:22:42,29.07,8143165065445
West Kellyton,2018-01-01 09:59:53,12.73,8233596868361
New Andrew,2018-01-06 23:54:03,22.57,7616113598377
Brianmouth,2018-02-11 04:06:50,40.65,7212624564193
Carlchester,2018-03-05 14:59:16,28.34,1635588530824
Fergusonshire,2018-01-25 04:54:35,4.9,8462299188159
Rodriguezborough,2018-03-12 01:41:15,13.69,4885583684092
Leeside,2018-03-12 02:11:06,42.2,6319451952207
Benjaminport,2018-02-06 23:07:52,27.56,3763936041758
Leeside,2018-02-16 22:13:34,5.96,8111598814985
Willismouth,2018-02-06 22:23:43,23.23,6783757154403
South Jessica,2018-01-16 21:22:41,38.71,8313924229047
South Alyssa,2018-02-10 09:05:13,12.76,9397014823604
Glendatown,2018-01-27 00:41:26,41.36,5256414758807
Riverahaven,2018-02-03 18:14:03,39.19,9439399457392
Davidborough,2018-02-10 12:02:18,41.85,1202972077267
New Adam,2018-01-23 11:41:29,7.31,8238214796576
Annaland,2018-03-03 11:07:59,34.03,2772990588414
North Sara,2018-01-19 23:56:13,36.11,6622519733688
Lake Lindsay,2018-02-07 09:01:40,4.07,7469561738914
Edwardberg,2018-01-29 04:08:19,9.64,6464011807166
Gordonton,2018-02-27 07:12:38,43.59,0300346442527
Johnmouth,2018-01-29 00:08:50,12.8,9871751513733
Fergusonshire,2018-02-25 07:21:46,32.45,6775750569841
North Sara,2018-01-22 20:39:54,8.75,1739701142854
Johnmouth,2018-01-31 22:37:10,32.59,2589536429014
Josephville,2018-01-27 13:31:42,34.48,7567247068819
South Jessica,2018-03-04 16:04:34,34.67,8829731883728
New Andrew,2018-02-28 16:13:09,39.33,9307034358086
New Matthewborough,2018-01-01 00:57:32,38.9,2597131846921
Jackstad,2018-03-02 06:52:59,39.15,7665587365756
Marshallside,2018-03-05 00:32:55,8.13,2792234587850
Diazmouth,2018-01-15 01:36:22,12.76,1010373277373
New Brandystad,2018-02-24 07:26:38,16.87,3336791676184
Curtismouth,2018-01-26 13:15:41,42.24,4209918105050
Ortizland,2018-01-13 00:06:42,28.55,8747902517251
New Christopher,2018-02-23 13:53:25,4.89,7092866511632
Benjaminport,2018-01-08 15:39:17,28.35,5805325894571
Arielview,2018-02-17 11:13:20,4.94,2595831895904
Davidborough,2018-02-15 16:22:30,45.0,6517517572073
Lake Sarah,2018-02-18 21:52:10,10.34,9960186801260
Lake Kariport,2018-02-14 09:17:26,39.96,2523599033931
Leeside,2018-01-17 01:29:04,12.77,6945904643592
Mullinsbury,2018-01-09 08:36:17,33.41,5518084083727
Riverahaven,2018-01-03 01:24:38,32.39,2227773537368
Baileychester,2018-01-08 08:49:37,21.04,6941672983304
Dennisside,2018-03-04 02:40:27,38.51,6164659337642
Brownfort,2018-01-05 19:50:27,39.45,7368020751535
Edwardberg,2018-02-23 11:35:21,35.63,0924589560727
South Richardberg,2018-02-19 16:18:01,23.56,0088167540744
New Christopher,2018-03-12 04:40:01,37.44,3382278781513
Josephtown,2018-01-11 06:42:26,4.97,4875989849836
Josephtown,2018-03-02 13:11:26,39.84,5541815678787
Lake Nicoleside,2018-02-20 23:33:13,41.04,6268218213047
Lake Breanna,2018-02-17 06:57:45,10.75,0329859290487
South Jessica,2018-01-17 10:03:27,44.33,7152172018888
East Jenniferborough,2018-01-31 09:33:30,19.19,3813783482980
Rodriguezborough,2018-02-24 06:34:13,31.3,1024688139332
Ortizland,2018-03-02 00:10:34,11.95,8538624302078
Riverahaven,2018-01-27 22:06:47,31.84,4925373637713
Gordonton,2018-01-11 05:04:24,8.71,9063683594120
Perezland,2018-02-22 05:13:21,42.32,0189564280377
Ortizland,2018-01-17 11:03:31,38.15,8556396666808
Marshallside,2018-01-14 06:03:01,39.15,1180919916100
Marshallside,2018-01-28 06:39:16,18.35,8706723850572
South Richardberg,2018-01-29 19:51:34,37.53,9755285633832
Edwardberg,2018-03-06 13:20:35,38.28,0944026009251
Kingtown,2018-01-03 21:24:29,6.22,1038941781718
Lukeport,2018-03-08 08:15:09,20.21,7804458844307
Lake Sarah,2018-02-24 15:06:31,38.56,5649686639750
West Tylerborough,2018-01-16 06:35:16,26.43,5127781173770
New Richard,2018-02-28 09:33:32,20.39,4520197489427
Johnmouth,2018-03-11 20:30:15,26.84,0347286604394
Edwardberg,2018-03-01 17:59:56,44.39,0419871241205
Ortizland,2018-02-03 22:31:49,9.46,2500968845289
Brianmouth,2018-02-25 17:34:52,7.53,8116127915669
Johnmouth,2018-03-11 17:11:37,42.14,9382714617196
East Jessicastad,2018-01-09 03:55:59,28.37,0605914671058
Dennisside,2018-01-17 06:37:33,25.9,3909433273067
Johnmouth,2018-03-05 04:59:54,30.19,8906361747313
Carlchester,2018-02-17 15:26:00,38.9,5133762484544
New Brandystad,2018-03-09 11:29:01,22.05,2276665487564
Lake Lindsay,2018-01-20 18:56:52,26.62,1187591520724
Jackstad,2018-02-21 09:28:05,19.25,6734421657683
Jacobsonmouth,2018-02-17 23:52:43,23.71,2924377265177
Annaland,2018-01-01 14:28:03,22.42,7313799539273
Marshallside,2018-02-22 16:09:35,27.05,8850424517767
Fergusonshire,2018-01-13 18:47:36,39.62,0556998840864
Ortegaberg,2018-01-17 21:50:06,26.64,0145661813689
Lake Patriciaside,2018-02-17 00:33:37,16.26,5112932817481
Carlchester,2018-02-13 18:02:30,23.6,6757664389982
Bryanbury,2018-02-10 11:54:22,18.92,4568155270465
East Kristina,2018-02-26 21:09:58,25.5,4464396355100
Dennisside,2018-03-05 11:53:02,13.99,8037224104742
Ortizland,2018-02-06 00:24:55,17.95,0947028667009
Josephville,2018-02-21 08:53:07,8.74,8714885716674
Baileychester,2018-01-21 13:09:17,11.87,8959011056914
Glendatown,2018-01-21 15:49:51,32.61,4202718704454
Jackstad,2018-01-24 14:53:00,14.13,3886116516669
Carlchester,2018-01-24 22:02:55,6.4,2541129933278
Ortegaberg,2018-03-11 20:10:39,29.97,4733912944020
Mullinsbury,2018-01-21 09:10:27,35.54,0313590076493
Ortegaberg,2018-03-07 21:22:28,30.77,1556786646363
Curtismouth,2018-03-02 04:20:48,31.26,7240244121540
Jacobsonmouth,2018-01-09 15:45:37,21.27,0946132861549
Kingtown,2018-02-15 03:08:46,37.0,9119306775824
Glendatown,2018-02-17 00:05:31,32.54,0887466006223
Glendatown,2018-01-14 00:38:03,43.94,8898557552286
Ortizland,2018-01-12 13:56:00,4.13,4391510871058
Lukeport,2018-01-19 03:26:42,35.45,3183837045325
Diazmouth,2018-01-06 00:35:20,29.38,9429906022892
Wisetown,2018-02-03 06:58:23,24.52,2133150053812
Kingtown,2018-01-03 19:39:59,41.48,2914682935674
West Kellyton,2018-02-25 18:54:59,13.98,0113172227004
Lake Patriciaside,2018-02-13 23:00:06,8.43,1446505272945
Brianmouth,2018-02-06 19:56:08,5.89,4736040048516
East Kristina,2018-03-09 20:49:52,26.18,3080697557572
West Robertland,2018-02-28 07:38:03,36.45,3736564931265
Lake Nicoleside,2018-01-12 23:48:17,22.67,2147418450138
Wisetown,2018-01-11 07:27:03,29.92,2099387158754
Lake Kariport,2018-01-15 20:52:25,30.3,2853477619514
East Kristina,2018-01-18 06:57:14,13.66,1602954366967
West Robertland,2018-02-22 01:08:08,39.31,8244148205954
New Adam,2018-01-09 20:07:12,8.34,2119285167945
Davidborough,2018-01-17 14:41:33,13.18,7200515806569
Riverahaven,2018-02-18 18:15:03,15.57,3401399022319
Diazmouth,2018-01-12 11:48:42,36.56,5628301303917
Perezland,2018-02-25 16:02:17,9.48,5987666829693
Leeside,2018-01-03 16:01:31,32.44,6380497540031
Port Nancy,2018-02-09 07:23:45,8.43,9568163712181
Brianmouth,2018-01-11 04:57:51,18.24,9373878655872
Perezland,2018-03-10 18:44:42,5.04,6435060356790
Perezland,2018-03-04 04:18:24,33.4,7898383533504
East Kristina,2018-01-31 19:19:51,27.4,7106265554654
New Brandystad,2018-01-17 10:18:19,36.79,3133766249882
Mullinsbury,2018-01-27 22:52:19,43.56,1507784799421
Brownfort,2018-02-05 04:38:32,24.86,2716616596575
Diazmouth,2018-02-01 13:07:31,10.2,0206913375529
Gordonton,2018-01-26 21:27:01,27.59,7208992823321
South Alyssa,2018-02-07 02:51:58,43.21,0366667938156
Taylorfurt,2018-02-27 01:14:31,39.27,2521980625963
Lukeport,2018-01-03 18:19:17,21.88,8256957195975
Brownfort,2018-03-08 10:35:29,29.79,0185883028669
Perezland,2018-02-23 10:44:35,9.71,1333290326352
Hallville,2018-01-01 16:06:31,8.53,1643297170842
Davidborough,2018-01-10 11:27:29,34.14,1615295911710
East Jessicastad,2018-02-26 16:51:31,28.69,1971949727442
Lake Lindsay,2018-01-28 03:12:24,43.18,3203237516550
Jackstad,2018-03-08 21:51:33,32.79,6441224331305
Carlchester,2018-03-10 21:56:23,35.05,0677324384125
Rodriguezborough,2018-01-10 12:49:43,29.7,7363193024387
Rodriguezborough,2018-02-04 14:43:06,20.42,9302816420173
Lake Breanna,2018-01-02 16:23:58,40.3,3783370876570
Perezland,2018-01-08 22:20:44,41.73,8066486341602
Jacobsonmouth,2018-01-21 20:34:12,13.2,5573971027840
Diazmouth,2018-02-23 17:35:27,12.47,3516887904401
Ortizland,2018-03-08 23:44:41,31.55,3295063125778
Ortizland,2018-01-17 10:21:18,25.92,8127837204585
Benjaminport,2018-01-21 07:34:49,38.86,1627404683685
Perezland,2018-01-28 19:28:22,7.97,4563147472025
Virginiafurt,2018-01-18 20:00:48,41.0,9296798821779
Virginiafurt,2018-02-05 23:10:22,5.17,6415377237098
Lake Lindsay,2018-02-26 02:24:58,26.86,7494837705406
East Jenniferborough,2018-03-08 20:47:51,10.47,4346850138637
Perezland,2018-02-28 19:59:13,39.27,9934474008563
Lake Patriciaside,2018-02-05 19:25:53,19.22,0106523534098
Jackstad,2018-01-05 22:40:35,10.16,5989181616505
Gordonton,2018-02-07 10:20:44,11.52,4650675812697
Edwardberg,2018-01-12 18:46:48,16.61,5703087666767
Josephtown,2018-02-22 15:04:27,32.49,9793708639689
Baileychester,2018-01-04 05:28:47,11.86,0643990355691
Lake Sarah,2018-02-26 18:35:26,43.43,0289876331948
New Matthewborough,2018-03-01 19:10:55,34.69,7314703572669
Leeside,2018-02-13 20:55:46,38.62,1299290891149
Virginiafurt,2018-03-03 21:37:20,40.2,5719143449076
North Sara,2018-02-15 22:35:22,33.16,4044412918191
Davidborough,2018-01-18 15:00:13,28.48,3700497992815
Hallville,2018-02-02 06:34:51,10.13,2159633880263
Lake Sarah,2018-01-16 08:09:45,27.4,3633451724934
Leeside,2018-02-16 15:07:02,4.88,4889327769731
Dennisside,2018-02-10 09:42:49,13.2,0758631354145
Hollowayburgh,2018-02-28 12:35:14,5.28,5016711268832
Mcdonaldbury,2018-01-28 18:55:47,35.3,8888232302183
Hollowayburgh,2018-01-18 12:57:25,6.17,8228074349272
Mcdonaldbury,2018-02-18 16:58:38,6.97,0444965100540
Bryanbury,2018-02-24 02:22:08,21.01,3546037198053
Kingtown,2018-02-20 09:07:22,6.13,8630971047166
Lake Patriciaside,2018-01-28 22:03:08,7.9,3974755908805
Lukeport,2018-02-08 19:21:04,43.53,4171081392127
Mullinsbury,2018-03-07 19:57:25,26.59,3037593257853
Brownfort,2018-02-09 13:35:57,42.39,4262359849198
Willismouth,2018-02-18 15:29:03,11.76,7011434645272
Josephtown,2018-01-11 14:01:25,14.11,7452014332814
East Jenniferborough,2018-02-12 20:49:11,6.8,6902646567708
Ortizland,2018-01-16 09:38:03,11.65,0900780651013
Lake Lindsay,2018-01-30 11:48:16,24.34,8026557383221
Davidborough,2018-02-12 17:10:50,11.45,3999500513691
Wisetown,2018-01-20 11:33:47,10.4,7785005517397
New Andrew,2018-01-07 22:29:29,38.27,6283968760627
South Richardberg,2018-02-08 03:41:33,42.58,9921507323519
Annaland,2018-02-01 08:12:57,28.66,0286332026394
Rodriguezborough,2018-01-18 03:53:04,7.15,0610502930288
Dunlapmouth,2018-03-06 16:55:21,27.36,9014225655557
East Jessicastad,2018-02-04 20:52:57,25.98,6997582025115
Jacobsonmouth,2018-01-21 13:04:25,27.29,2180883561213
New Christopher,2018-02-01 19:12:02,21.25,4528200971815
Marshallside,2018-02-01 00:41:13,25.91,8552588619300
Davidborough,2018-01-11 04:30:24,16.19,4909826633521
Mullinsbury,2018-01-01 11:03:47,29.8,4990194090757
Benjaminport,2018-03-10 10:21:23,34.13,0449324070373
New Andrew,2018-02-22 02:35:21,17.03,2035830517709
Lake Breanna,2018-01-26 08:07:03,34.24,5461425433562
Lake Breanna,2018-02-07 21:29:55,20.53,2327182981322
Lake Breanna,2018-01-13 01:12:23,14.17,1132295253652
New Brandystad,2018-02-07 15:36:04,17.25,5464612415129
New Adam,2018-03-08 16:05:32,17.03,1581053380022
Taylorfurt,2018-01-29 15:12:32,40.21,1279382499842
New Brandystad,2018-01-29 19:04:34,43.35,6627877075265
Leeside,2018-01-11 05:18:44,8.64,0846348801639
Mcdonaldbury,2018-02-27 13:28:22,16.48,2595709094811
Leeside,2018-03-07 12:15:19,21.58,5747642443899
South Joshua,2018-01-17 18:56:27,17.12,6837296063136
Rodriguezborough,2018-01-17 06:28:02,25.59,7019290716938
Kingtown,2018-02-19 09:38:10,7.95,8490642533042
North Sara,2018-01-20 10:19:52,33.06,6181784612536
West Tylerborough,2018-02-15 02:27:59,14.93,8528164557953
Lake Sarah,2018-02-20 13:51:42,15.04,5555022227676
Lake Kariport,2018-02-10 06:02:08,19.0,2183680087047
Carlchester,2018-03-10 11:04:56,19.59,6801869972125
Josephtown,2018-02-24 09:54:43,16.06,6756208010481
Josephville,2018-02-07 16:38:04,4.71,2259457285494
South Alyssa,2018-02-08 14:29:21,25.97,7584189204297
West Robertland,2018-01-15 05:33:15,28.04,6686687602238
Brianmouth,2018-02-28 12:55:03,32.99,4514315358450
Lake Breanna,2018-01-07 02:29:57,35.26,7741534435052
Annaland,2018-01-25 01:16:32,44.81,4308292365705
Virginiafurt,2018-01-06 23:57:38,4.95,2664594488279
Lake Sarah,2018-03-09 01:40:26,15.93,4931566259594
West Tylerborough,2018-01-21 09:20:34,25.15,5877776498936
Arielview,2018-01-27 18:25:18,27.21,3139678347814
Kingtown,2018-03-08 14:23:41,23.67,6098717638634
Taylorfurt,2018-03-05 23:20:52,37.55,1817815244456
Gordonton,2018-01-19 13:03:19,10.86,7878825238044
East Jenniferborough,2018-03-02 20:30:05,18.32,5837760568496
Carlchester,2018-01-02 22:07:38,30.43,0482516524575
New Adam,2018-01-27 06:44:32,38.15,7056825627673
Diazmouth,2018-01-01 05:35:06,8.65,4316984804555
West Tylerborough,2018-02-22 12:22:15,44.85,9243987724533
New Andrew,2018-01-29 20:54:29,28.95,2813160247905
East Yvonneshire,2018-03-10 04:32:47,36.96,0423051241077
Arielview,2018-01-28 15:07:36,19.21,4915202570816
Marshallside,2018-02-07 07:24:57,26.89,9416527361660
Curtismouth,2018-02-23 18:54:14,5.02,4965992818544
Willismouth,2018-02-01 00:35:07,43.76,9241033343332
Arielview,2018-01-20 07:08:16,27.2,9458401836680
Kingtown,2018-01-25 13:13:26,16.42,3499273718236
Lake Patriciaside,2018-03-06 09:17:18,43.47,7924698738409
Lake Nicoleside,2018-02-20 14:23:18,37.48,3306242244071
Lake Nicoleside,2018-01-15 02:47:57,30.91,2816716064834
Mullinsbury,2018-03-09 23:43:07,40.7,1005970518387
New Matthewborough,2018-01-10 13:13:07,42.9,7401648018151
Ortizland,2018-01-07 19:44:00,13.18,1095795169048
Arielview,2018-02-16 03:28:45,11.34,8144545398283
Diazmouth,2018-03-01 23:03:51,20.85,0699528240403
Virginiafurt,2018-01-08 14:56:28,38.87,5915114292157
Port Nancy,2018-01-03 07:44:47,39.42,4893823908006
Johnmouth,2018-02-28 17:37:56,11.95,0618151707374
Jackstad,2018-01-03 16:51:07,35.5,3289129782586
New Brandystad,2018-01-12 21:16:02,23.9,7317772259790
South Richardberg,2018-02-20 17:31:34,37.81,1492483511224
Lake Lindsay,2018-03-10 04:19:51,32.02,0214247479615
Benjaminport,2018-02-18 16:41:27,13.32,5547507202612
Mcdonaldbury,2018-01-02 08:35:49,10.22,9604328682927
Ortegaberg,2018-01-14 05:31:50,41.71,1917446346465
East Jenniferborough,2018-02-12 23:20:05,27.36,7661351575161
Mcdonaldbury,2018-01-18 16:57:17,27.87,0811951811580
East Yvonneshire,2018-01-14 19:00:37,32.48,6068285773181
New Richard,2018-03-01 09:08:56,33.66,8699362714629
Josephville,2018-02-18 18:21:55,22.95,1484302438416
Davidborough,2018-02-23 22:19:12,5.14,7201650227905
Lake Kariport,2018-01-14 17:25:53,37.5,2173724905277
Davidborough,2018-01-22 09:13:07,42.55,7381197218663
Davidborough,2018-01-08 06:49:40,34.5,1489135360477
Josephville,2018-02-21 05:18:46,4.77,3937741847984
Marshallside,2018-02-09 16:42:28,13.72,5226546502883
West Tylerborough,2018-01-11 11:10:42,12.24,7823698486351
New Brandystad,2018-01-03 11:47:40,38.86,3801810141276
Howardshire,2018-03-05 07:59:44,33.81,2841534105179
New Richard,2018-01-04 07:50:04,10.31,6118517325333
East Jenniferborough,2018-03-04 18:56:33,33.21,1099844622034
North Samantha,2018-03-11 11:47:11,42.86,9544975301454
Lake Kariport,2018-02-17 09:57:31,41.64,7177535978142
Hallville,2018-01-08 12:20:05,14.26,6267989656992
South Jessica,2018-01-01 01:51:54,30.05,5940106503300
Perezland,2018-01-22 17:36:56,42.24,1634895995579
South Joshua,2018-03-05 22:45:53,10.18,2076369226502
Lake Kariport,2018-02-28 22:49:16,18.61,3066728459763
Davidborough,2018-02-07 15:01:20,23.32,0686085034620
Brownfort,2018-03-02 18:39:16,42.72,6151936892635
Diazmouth,2018-02-10 13:24:03,25.37,0379274759618
Lake Patriciaside,2018-01-28 07:33:24,8.44,1558668466014
Davidborough,2018-03-10 21:23:42,34.07,1895019427318
Lake Lindsay,2018-01-14 03:03:17,10.95,7907074586498
Riverahaven,2018-02-13 16:30:09,11.5,1051574047419
Hallville,2018-03-06 07:24:15,29.2,8744589416396
Lake Nicoleside,2018-02-11 08:04:05,43.27,8273653402701
New Matthewborough,2018-03-01 05:39:04,32.82,8349081224199
Curtismouth,2018-01-21 13:25:08,5.62,9805611345837
Lake Sarah,2018-01-29 01:52:28,7.26,6033434495016
Port Nancy,2018-01-11 21:15:19,25.04,6151694780434
Mullinsbury,2018-02-18 13:18:01,28.09,2426636830800
Ortizland,2018-01-16 18:12:01,30.36,1318409514608
Fergusonshire,2018-01-09 01:53:16,25.07,0464110756057
Taylorfurt,2018-02-19 20:11:12,19.74,6393001951353
East Yvonneshire,2018-01-05 06:06:08,32.88,6008470966929
Howardshire,2018-03-05 18:53:37,14.34,3438407423912
West Robertland,2018-02-24 15:59:06,17.85,1086903167230
South Jessica,2018-02-05 13:11:33,16.79,8849686182066
Marshallside,2018-03-01 17:32:28,27.72,3597813064680
Lake Breanna,2018-02-09 01:51:54,41.81,0734638308534
East Yvonneshire,2018-02-07 04:47:46,44.54,8145447317372
Brownfort,2018-01-27 09:17:49,39.1,9723637361382
Leeside,2018-01-01 02:46:57,42.68,4251951989777
Rodriguezborough,2018-01-26 22:48:23,33.65,0693200078674
Brianmouth,2018-03-04 04:03:58,12.24,9225284874425
Hollowayburgh,2018-03-06 03:20:55,20.29,6910367228983
Perezland,2018-02-15 05:13:20,6.62,1121446977844
West Tylerborough,2018-02-05 09:08:37,28.29,3190320796183
Davidborough,2018-02-13 01:48:07,11.64,1795653370912
East Jessicastad,2018-01-20 03:43:39,24.77,0052582990378
Port Nancy,2018-01-16 05:38:02,15.8,9889596201050
Josephville,2018-02-10 06:43:10,41.34,1454754429201
Josephville,2018-02-22 12:35:10,43.99,4992621895096
North Samantha,2018-02-06 11:27:27,35.48,3031907544806
